feature,source_family,transform_type,identity_proxy,original_source_columns,source_years,development_coverage,development_unique_nonmissing,legacy_target_selected_feature,feature_sets,selection_method
missing__income__אחוז_שינוי_ריאלי_של_הכנסה_ממוצעת_לחודש_של_העצמאים_לעומת_השנה_הקודמת__annualized_change,income,missing_indicator,False,אחוז שינוי ריאלי של הכנסה ממוצעת לחודש של העצמאים לעומת השנה הקודמת,2003|2006|2009|2013|2015|2019,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__אחוז_העצמאים_המשתכרים_עד_מחצית_השכר_הממוצע__annualized_change,income,missing_indicator,False,אחוז העצמאים המשתכרים עד מחצית השכר הממוצע,2003|2006|2009|2013|2015|2019,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__מדד_אי_השוויון_שכירים_מדד_ג_יני_0_שוויון_מלא__annualized_change,income,missing_indicator,False,"מדד אי-השוויון שכירים (מדד ג'יני, 0 שוויון מלא)",2003|2006|2009|2013|2015|2019,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_דמי_אבטלה_ממוצע_חודשי_סה_כ__annualized_change,unemployment,missing_indicator,False,"מקבלי דמי אבטלה 
(ממוצע חודשי) סה""כ",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_דמי_אבטלה_ממוצע_חודשי_גברים__annualized_change,unemployment,missing_indicator,False,"מקבלי דמי אבטלה 
(ממוצע חודשי) גברים",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__גיל_ממוצע_של_מקבלי_דמי_אבטלה_לא_כולל_חיילים__annualized_change,unemployment,missing_indicator,False,"גיל ממוצע של מקבלי דמי אבטלה
(לא כולל חיילים)",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__דמי_אבטלה_ממוצעים_ליום_ש_ח__annualized_change,unemployment,missing_indicator,False,"דמי אבטלה ממוצעים ליום
(ש""ח)",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_קצבאות_זקנה_ושאירים_סה_כ_סוף_שנה__annualized_change,unemployment,missing_indicator,False,"מקבלי קצבאות זקנה ושאירים סה""כ (סוף שנה)",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__אחוז_מקבלי_השלמת_הכנסה_מבין_מקבלי_קצבאות_זקנה_ושאירים_סוף_שנה__annualized_change,unemployment,missing_indicator,False,אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,True,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_גמלת_הבטחת_הכנסה_נפשות_במשך_השנה__annualized_change,unemployment,missing_indicator,False,"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_גמלאות_סיעוד_סוף_שנה__annualized_change,unemployment,missing_indicator,False,מקבלי גמלאות סיעוד (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_גמלאות_נכות_כללית_סוף_שנה__annualized_change,unemployment,missing_indicator,False,מקבלי גמלאות נכות כללית (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_גמלאות_ניידות_סוף_שנה__annualized_change,unemployment,missing_indicator,False,מקבלי גמלאות ניידות (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מקבלי_גמלאות_נכות_מעבודה_ותלויים_סוף_שנה__annualized_change,unemployment,missing_indicator,False,מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה),2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_כללית__annualized_change,unemployment,missing_indicator,False,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,True,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_מכבי__annualized_change,unemployment,missing_indicator,False,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מכבי",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_מאוחדת__annualized_change,unemployment,missing_indicator,True,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מאוחדת",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_לאומית__annualized_change,unemployment,missing_indicator,False,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים לאומית",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_סה_כ__annualized_change,unemployment,missing_indicator,False,"מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) סה""כ",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_2_1_ילדים_במשפחה__annualized_change,unemployment,missing_indicator,False,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 2-1 ילדים במשפחה,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_4_3_ילדים_במשפחה__annualized_change,unemployment,missing_indicator,False,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 4-3 ילדים במשפחה,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_5_ילדים_ויותר_במשפחה__annualized_change,unemployment,missing_indicator,False,מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 5 ילדים ויותר במשפחה,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_סה_כ__annualized_change,unemployment,missing_indicator,False,"מספר ילדים שבגינם שולמו קצבאות סה""כ",2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_2_1_ילדים__annualized_change,unemployment,missing_indicator,False,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 2-1 ילדים,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_4_3_ילדים__annualized_change,unemployment,missing_indicator,False,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 4-3 ילדים,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_5_ילדים_ויותר__annualized_change,unemployment,missing_indicator,False,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר,2003|2006|2009|2013|2015|2019|2020|2021|2022|2023,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__snapshot_age_years,demographic,missing_indicator,False,,,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__demographic__snapshot_interval_years,demographic,missing_indicator,False,,,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__snapshot_age_years,income,missing_indicator,False,,,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__income__snapshot_interval_years,income,missing_indicator,False,,,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__snapshot_age_years,unemployment,missing_indicator,False,,,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__unemployment__snapshot_interval_years,unemployment,missing_indicator,False,,,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__snapshot_age_years,education,missing_indicator,False,,,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__education__snapshot_interval_years,education,missing_indicator,False,,,1.0,2,False,history_plus_dynamic_socio|history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
demographic__לידות_חי__level,demographic,level,False,לידות חי,2003|2019|2020|2021|2022|2023,0.06680076222739784,450,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
demographic__פטירות__level,demographic,level,False,פטירות,2003|2019|2020|2021|2022|2023,0.06595384289646411,252,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
demographic__ריבוי_טבעי_סה_כ__level,demographic,level,False,"ריבוי טבעי
סה""כ | ריבוי טבעי - סה""כ",2003|2019|2020|2021|2022|2023,0.06680076222739784,418,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
demographic__אחוז_עולי_1990_מסך_האוכלוסייה__level,demographic,level,False,אחוז עולי 1990+ מסך האוכלוסייה,2003|2019|2020|2021|2022|2023,0.053779377514291765,211,True,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
demographic__השתקעות_ראשונה_של_עולים__level,demographic,level,False,השתקעות ראשונה של עולים,2003|2019|2020|2021|2022|2023,0.04255769637941986,173,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
demographic__סה_כ_גברים_בסוף_2015_אלפים__level,demographic,level,False,"סה""כ גברים בסוף 2015 (אלפים)",2015,0.04361634554308702,139,False,history_plus_nonidentity_levels_and_dynamic|history_plus_all_socio_sensitivity|history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
